Article_ID,fixed,only_notes_mismatch,Covidence_ID,Name_data_entry,Parameter_type,Parameter_FromFigure,Method_from_supplement,Parameter value,Exponent,Parameter lower bound,Parameter upper bound,Inverse_param,Parameter unit,Parameter value type,Parameter statistical approach,Parameter uncertainty - single type,Parameter uncertainty - single value,Parameter uncertainty - type,Parameter uncertainty - lower value,Parameter uncertainty - upper value,Distribution_type,Distribution_par1_type,Distribution_par1_value,Distribution_par1_uncertainty,Distribution_par2_type,Distribution_par2_value,Distribution_par2_uncertainty,parameter_paired,Parameter 2 value type,Parameter 2 value,Parameter 2 lower bound,Parameter 2 upper bound,Exponent_2,Inverse_param_2,Parameter 2 unit,Method_2_from_supplement,Parameter 2 statistical approach,parameter_pair_uncert_yn,Parameter 2 uncertainty - single type,Parameter 2 uncertainty - single value,Parameter 2 uncertainty – type,Parameter 2 uncertainty - lower value,Parameter 2 uncertainty - upper value,parameter_pair_distr_yn,Distribution_2_type,Distribution_2_par1_type,Distribution_2_par1_value,Distribution_2_par1_uncertainty,Distribution_2_par2_type,Distribution_2_par2_value,Distribution_2_par2_uncertainty,Method_R,R_pathway,Genome_site,Genomic_sequence_available,parameter_hd_from,Other_delay_start,parameter_hd_to,Other_delay_end,CFR_IFR_numerator,CFR_IFR_denominator,CFR_IFR_Method,Case_definition,Riskfactor_outcome,Riskfactor_name,Riskfactor_occupation,Riskfactor_significant,Riskfactor_adjusted,Method_disaggregated,Method_disaggregated_only,Method_disaggregated_by,Population_sex,Population_sample_size,Population_sample_type,Population_group,Population_age_min,Population_age_max,Population_country,Population_location,parameter_context_location_type,Method_moment_value,Urban/Rural area,Data_available,parameter_notes,Population_study_start_day,Population_study_start_month,Population_study_start_year,Population_study_end_day,Population_study_end_month,Population_study_end_year,access_param_id,Pathogen,num_rows,matching
475,1,FALSE,678,Christian Morgenstern,Seroprevalence - IgM,No,No,28.5,NA,NA,NA,No,Percentage (%),Mean,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,Naive,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,14,Hospital based,Persons under investigation,NA,NA,Madagascar,Fenerive hospital,district,Post outbreak,Unspecified,Not available,NA,02,05,1990,2,6,1990,475_004,Rift Valley fever virus,1,0
475,1,FALSE,678,Christian Morgenstern,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,Sex,NA,Not significant,Unspecified,NA,NA,NA,Both,474,Community based,Mixed groups,NA,NA,Madagascar,Fenerive,district,Post outbreak,Unspecified,Not available,In Namantoana village sex difference was significant. Also in the 20-29 year old age group sex difference was significant.,02,05,1990,2,6,1990,475_005,Rift Valley fever virus,1,0
513,1,FALSE,726,Joseph Hicks,Seroprevalence - IgG,No,No,15,0,0,47,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915,Naive,NA,NA,NA,NA,NA,NA,Yes,No,Age,Unspecified,915,Unspecified,General population,NA,NA,Egypt,Bilbeis area Sharqiya governate,area governate,Post outbreak,Unspecified,Not available,Context is 915 persons from 190 households in one of the main areas affected by the outbreak.,NA,05,1991,NA,07,1991,513_001,Rift Valley fever virus,1,0
489,1,FALSE,753,Gemma Nedjati-Gilani,Attack rate,No,No,0.11,0,0.01,0.19,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Age,Both,197007,Community based,General population,NA,NA,Egypt,Sharkia,Governorate,Unspecified,Unspecified,Yes - as an attachment,Uses population of affected villages as the denominator,08,10,1977,17,12,1977,489_001,Rift Valley fever virus,1,0
489,1,FALSE,753,Gemma Nedjati-Gilani,Severity - case fatality ratio (CFR),No,No,11.4,0,0,50,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,210,Naive,Clinically diagnosed/symptomatic,NA,NA,NA,NA,NA,Yes,No,"Age,Region,Sex",Both,210,Hospital based,Persons with symptoms,NA,NA,Egypt,Belbes; Zagazeg; Abo-Hammad; Facos,Districts,Unspecified,Unspecified,Yes - as an attachment,Disaggregated by age; sex; age and sex; district,08,10,1977,17,12,1977,489_002,Rift Valley fever virus,1,0
516,1,FALSE,753,Joseph Hicks,Human delay - admission to care>death,No,No,NA,NA,NA,NA,No,NA,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,1,8,0,No,Days,No,Observed sample statistic,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,24,Hospital based,Persons under investigation,NA,NA,Egypt,Sharkia,Governorate,Unspecified,Unspecified,Yes - as an attachment,Empirical distribution in bands of 2 days given in table 7,08,10,1977,17,12,1977,516_004,Rift Valley fever virus,1,0
541,1,FALSE,845,Patrick Doohan,Mutations - evolutionary rate,NA,NA,4.2,-4,NA,NA,NA,Substitutions/site/year,Mean,Estimated parameter,NA,NA,Highest Posterior Density Interval 95%,3.09,5.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S segment,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,13,Population based,Persons under investigation,NA,NA,Sudan,Khartoum;White Nile;El Gazira,State,Post outbreak,Unspecified,Yes - on another platform,14 S segments: GenBank accession nos. JQ820472-82 and JQ840745-6,NA,10,2007,NA,10,2010,541_001,Rift Valley fever virus,1,0
541,1,FALSE,845,Patrick Doohan,Mutations - evolutionary rate,NA,NA,5.06,-4,NA,NA,NA,Substitutions/site/year,Mean,Estimated parameter,NA,NA,Highest Posterior Density Interval 95%,3.27,6.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M segment,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,5,Population based,Persons under investigation,NA,NA,Sudan,Khartoum; White Nile; El Gezira,State,Post outbreak,Unspecified,Yes - on another platform,5 complete M segments added: GenBank accession nos. JQ820487-91,NA,NA,2007,NA,10,2010,541_002,Rift Valley fever virus,1,0
541,1,FALSE,845,Patrick Doohan,Mutations - evolutionary rate,NA,NA,4.29,-4,NA,NA,NA,Substitutions/site/year,Mean,Estimated parameter,NA,NA,Highest Posterior Density Interval 95%,2.65,6.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L segment,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,4,Population based,Persons under investigation,NA,NA,Sudan,White Nile;El Gazira,State,Post outbreak,Unspecified,Yes - on another platform,4 complete L segments added: GenBank accession nos. JQ820483-6,NA,NA,2007,NA,10,2010,541_003,Rift Valley fever virus,1,0
541,1,FALSE,845,Patrick Doohan,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infection,Sex,NA,Not significant,Not adjusted,NA,NA,NA,Both,156,Population based,Persons with symptoms,1.5,85,"South Sudan,Sudan",Nile;Khartoum;Kassala;El Gezira;White Nile;Sennar;Upper Nile;,State,Post outbreak,Unspecified,Not available,NA,09,10,2007,04,12,2010,541_004,Rift Valley fever virus,1,0
479,1,FALSE,959,Kelly McCain,Seroprevalence - IgG,No,No,4.5,NA,0.3,12.5,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,CI95%,2.7,6.3,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091,Adjusted,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,"Age,Region,Sex",Both,1091,Population based,General population,15,64,Kenya,Nairobi; Central; Coast; Eastern; North Eastern; Nyanza; Rift Valley; Western,province,Unspecified,Unspecified,Not available,Among HIV-negative samples from a population-based cross-sectional household survey,NA,NA,2007,NA,NA,2007,479_001,Rift Valley fever virus,1,0
494,1,FALSE,959,Thomas Rawson,Risk factors,No,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Age,Other",NA,Significant,Not adjusted,No,NA,NA,Both,1091,Population based,General population,15,64,Kenya,Nairobi; Central; Coast; Eastern; North Eastern; Nyanza; Rift Valley; Western,province,Unspecified,Unspecified,Not available,Age category; Education level; Wealth quintiles; Province are the risk factors,NA,NA,2007,NA,NA,2007,494_003,Rift Valley fever virus,1,0
494,1,FALSE,959,Thomas Rawson,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,Sex,NA,Not significant,Not adjusted,No,NA,NA,Both,1091,Population based,General population,15,64,Kenya,Nairobi; Central; Coast; Eastern; North Eastern; Nyanza; Rift Valley; Western,province,Unspecified,Unspecified,Not available,Sex is risk factor,NA,NA,2007,NA,NA,2007,494_004,Rift Valley fever virus,1,0
494,1,FALSE,959,Thomas Rawson,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Age,Sex,Other",NA,Not significant,Adjusted,No,NA,NA,Both,1091,Population based,General population,15,64,Kenya,Nairobi; Central; Coast; Eastern; North Eastern; Nyanza; Rift Valley; Western,province,Unspecified,Unspecified,Not available,Age category; Education level; Wealth quintiles all not significant; Some provinces (Central; Coast; Eastern; North Eastern; Nyanza) had higher risk,NA,NA,2007,NA,NA,2007,494_005,Rift Valley fever virus,1,0
494,1,FALSE,959,Thomas Rawson,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,Other,NA,Significant,Adjusted,No,NA,NA,Both,1091,Population based,General population,15,64,Kenya,Nairobi; Central; Coast; Eastern; North Eastern; Nyanza; Rift Valley; Western,province,Unspecified,Unspecified,Not available,NA,NA,NA,2007,NA,NA,2007,494_006,Rift Valley fever virus,1,0
544,1,FALSE,982,Nora Schmit,Seroprevalence - IgG,No,No,1.8,0,0,6.2,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,CI95%,1.3,2.3,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2871,Naive,NA,NA,NA,NA,NA,NA,Yes,No,"Age,Region,Sex,Other",Both,2871,Community based,Unspecified,NA,NA,Kenya,Jego;Kinango;Magodzoni;Milalani;Nganja;Vuga;,Villages within county,Unspecified,Rural area,Unspecified,Extracted range represents minimum and maximum for all locations combined (Table 1). Other disaggregations were tribe; socioeconomic status level; level of education; mosquito avoidance behaviour; yellow fever vaccine,NA,NA,2009,NA,NA,2011,544_001,Rift Valley fever virus,1,0
544,1,FALSE,982,Nora Schmit,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Age,Other",NA,Significant,Not adjusted,NA,NA,NA,Both,2871,Community based,Unspecified,NA,NA,Kenya,Jego;Kinango;Magodzoni;Milalani;Nganja;Vuga;,Villages within county,Unspecified,Rural area,Unspecified,Other significant risk factors were location; land ownership; motor vehicle ownership; socioeconomic status level,NA,NA,2009,NA,NA,2011,544_002,Rift Valley fever virus,1,0
544,1,FALSE,982,Nora Schmit,Risk factors,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Sex,Other",NA,Not significant,Not adjusted,NA,NA,NA,Both,2871,Community based,Unspecified,NA,NA,Kenya,Jego;Kinango;Magodzoni;Milalani;Nganja;Vuga;,Villages within county,Unspecified,Rural area,Unspecified,Other non-significant risk factors were tribe; education level; mosquito avoidance behaviour;  yellow fever vaccine,NA,NA,2009,NA,NA,2011,544_003,Rift Valley fever virus,1,0
531,1,FALSE,1032,Amy Dighe,Seroprevalence - IFA,No,No,NA,NA,NA,NA,No,NA,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,4295,Naive,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,4295,Population based,General population,1,NA,Central African Republic,Nola; Ikaumba; Bozo; Bangassou; Bouar; Obo; Mbre; Birao,areas spread across each ecological zone,Unspecified,Unspecified,Unspecified,No dates were given for sampling,NA,NA,NA,NA,NA,NA,531_001,Rift Valley fever virus,1,0
507,1,FALSE,1111,Julia Halder,Seroprevalence - IgG,No,No,0.5,NA,NA,NA,No,Percentage (%),Central - unspecified,Estimated parameter,NA,NA,CI95%,0.2,0.8,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adjusted,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,2113,Household based,General population,NA,NA,Kenya,Busia; Western Kenya,zone around town,Unspecified,Rural area,Yes - on another platform,,NA,08,2010,NA,07,2012,507_001,Rift Valley fever virus,1,0
515,1,FALSE,1146,Nora Schmit,Seroprevalence - IgG,No,No,5.2,0,0,29.3,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1228,Naive,NA,NA,NA,NA,NA,NA,Yes,No,"Age,Region",Both,1228,Household based,General population,5,NA,United Republic of Tanzania,Mbeya Region,Region,Endemic,Both urban and rural areas,Unspecified,This 'observed sample statistic' prevalence estimate is biased as disproportionate stratified sampling was employed. Prevalence was disaggregrated by all sites but only in a figure (therefore not extracted). Separate values were extracted for the Bujonde-Kajunjumele subsite vs all other sites. There is a CI given for the upper bound of the range (not for anything else) but can't see where to extract that so noting here.,NA,06,2007,NA,06,2008,515_001,Rift Valley fever virus,1,0
515,1,FALSE,1146,Nora Schmit,Seroprevalence - IgG,No,No,3.1,0,NA,NA,No,Percentage (%),Central - unspecified,Estimated parameter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1228,Adjusted,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,1228,Household based,General population,5,NA,United Republic of Tanzania,Mbeya Region,Region,Endemic,Both urban and rural areas,Unspecified,"Estimated overall population prevalence adjusted for sampling strategy. 9 sites in Mbeya (Southwestern Tanzania) selected to represent different environmental and infrastructural settings. 'Of the 1228 analyzed sera, 5.2% (64 sera) were positive for RVFV IgG. This translates into an estimated overall population prevalence of 3.1% when extrapolated from our stratified sample to the underlying population of the 9 study sites.'",NA,06,2007,NA,06,2008,515_002,Rift Valley fever virus,1,0
500,1,FALSE,1146,Ruth McCabe,Risk factors,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Age,Environmental,Temperature,Other",NA,Significant,Not adjusted,No,NA,NA,Both,1228,Household based,General population,5,NA,United Republic of Tanzania,Mbeya Region,Region,Endemic,Both urban and rural areas,Unspecified,Other' risk factors are socioeconomic status; distance to lake malawi; elevation; vegetation,NA,06,2007,NA,06,2008,500_003,Rift Valley fever virus,1,0
500,1,FALSE,1146,Ruth McCabe,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Sex,Temperature,Other",NA,Not significant,Not adjusted,NA,NA,NA,Both,1228,Household based,General population,5,NA,United Republic of Tanzania,Mbeya Region,Region,Endemic,Both urban and rural areas,Unspecified,'Other' risk factors: if cattle owner & cattle per sq m,NA,06,2007,NA,06,2008,500_004,Rift Valley fever virus,1,0
500,1,FALSE,1146,Ruth McCabe,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Age,Environmental,Temperature,Other",NA,Significant,Adjusted,NA,NA,NA,Both,1228,Household based,General population,5,NA,United Republic of Tanzania,Mbeya Region,Region,Endemic,Both urban and rural areas,Unspecified,Other' risk factors: socioeconomic status; cattle owned; vegetation; distance to Lake Malawi; elevation ,NA,06,2007,NA,06,2008,500_005,Rift Valley fever virus,1,0
500,1,FALSE,1146,Ruth McCabe,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,Temperature,NA,Not significant,Adjusted,NA,NA,NA,Both,1228,Household based,General population,5,NA,United Republic of Tanzania,Mbeya Region,Region,Endemic,Both urban and rural areas,Unspecified,NA,NA,06,2007,NA,06,2008,500_006,Rift Valley fever virus,1,0
517,1,FALSE,1156,Amy Dighe,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,Sex,NA,Significant,Not adjusted,NA,NA,NA,Both,149,Hospital based,Persons under investigation,NA,NA,Sudan,New Halfa,Area,Unspecified,Both urban and rural areas,Not available,pretty sure they only tested the 149 without other known causes of fever but it does not explicitly say.,NA,10,2007,NA,12,2007,517_002,Rift Valley fever virus,1,0
517,1,FALSE,1156,Amy Dighe,Risk factors,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Age,Occupation,Other",Unspecified,Not significant,Not adjusted,No,NA,NA,Both,149,Hospital based,Persons under investigation,NA,NA,Sudan,New Halfa,Area,Unspecified,Both urban and rural areas,Not available,Other includes residency and education.,NA,10,2007,NA,12,2007,517_003,Rift Valley fever virus,1,0
528,1,FALSE,1156,sangeeta bhatia,Seroprevalence - IgG,No,No,81.8,NA,NA,NA,NA,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,149,Naive,Other,NA,NA,NA,NA,NA,No,NA,NA,Both,149,Hospital based,Persons with symptoms,NA,NA,Sudan,New Halfa,Area,Unspecified,Both urban and rural areas,Not available,persons of interest refers specifically to acutely febrile patients in New Halfa hospital who were not diagnosed with malaria (fevers of unknown origin). Serum samples were taken during their hospitalisation.,NA,10,2007,NA,12,2007,528_001,Rift Valley fever virus,1,0
525,1,FALSE,1162,Gina Cuomo-Dannenburg,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Age,Close contact,Contact with animal,Household contact,Occupation,Sex,Other",Livestock and animal herders,Significant,Not adjusted,NA,NA,NA,Both,1082,Population based,General population,1,NA,Kenya,Sabenale; Matarba; Gedilun; Golalbele; Korhindi; Tumtish,Garissa County,Post outbreak,Rural area,Yes - as an attachment,"Table 1 -- ORs for a whole range of variables. all are significant in this table. Occupation: herders, abbatoir workers and veterinarian (those involved with birthing animals)",NA,08,2011,NA,11,2011,525_002,Rift Valley fever virus,1,0
525,1,FALSE,1162,Gina Cuomo-Dannenburg,Risk factors,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Age,Occupation,Sex",Abattoir services,Significant,Adjusted,NA,NA,NA,Both,1082,Population based,General population,1,NA,Kenya,Sabenale; Matarba; Gedilun; Golalbele; Korhindi; Tumtish,Garissa County,Post outbreak,Rural area,Yes - as an attachment,Table 2. Extracted the variable 'killed livestock' as occupation > abattoir worker. The other variables did not speak to this type of exposure,NA,08,2011,NA,11,2011,525_003,Rift Valley fever virus,1,0
525,1,FALSE,1162,Gina Cuomo-Dannenburg,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Severe disease,"Age,Other",NA,Significant,Not adjusted,NA,NA,NA,Both,1082,Population based,General population,1,NA,Kenya,Sabenale; Matarba; Gedilun; Golalbele; Korhindi; Tumtish,Garissa County,Post outbreak,Rural area,Yes - as an attachment,Table 3,NA,08,2011,NA,11,2011,525_004,Rift Valley fever virus,1,0
525,1,FALSE,1162,Gina Cuomo-Dannenburg,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Severe disease,"Contact with animal,Occupation,Sex,Consumption of animal product,Other",Livestock and animal herders,Not significant,Not adjusted,NA,NA,NA,Both,1082,Population based,General population,1,NA,Kenya,Sabenale; Matarba; Gedilun; Golalbele; Korhindi; Tumtish,Garissa County,Post outbreak,Rural area,Yes - as an attachment,Table 3,NA,08,2011,NA,11,2011,525_005,Rift Valley fever virus,1,0
